gene	chro	start	end	strand	gene_type	gene_id
Y_RNA	chr1	7982983	7982881	-	misc_RNA	ENSG00000200344
ENSG00000284747	chr1	7991134	8005312	+	lncRNA	ENSG00000284747
ENSG00000284716	chr1	7999934	7998187	-	lncRNA	ENSG00000284716
ERRFI1	chr1	8026309	8004404	-	protein_coding	ENSG00000116285
ERRFI1-DT	chr1	8026413	8187014	+	lncRNA	ENSG00000238290
RPL7AP18	chr1	8058463	8057245	-	processed_pseudogene	ENSG00000232848
ENSG00000301325	chr1	8113404	8093486	-	lncRNA	ENSG00000301325
LINC01714	chr1	8158695	8215242	+	lncRNA	ENSG00000227634
ENSG00000229305	chr1	8189824	8192770	+	processed_pseudogene	ENSG00000229305
ENSG00000301344	chr1	8203165	8197389	-	lncRNA	ENSG00000301344
RNU1-7P	chr1	8206597	8206434	-	snRNA	ENSG00000200975
ENSG00000233645	chr1	8220529	8218190	-	lncRNA	ENSG00000233645
ENSG00000298156	chr1	8240001	8249009	+	lncRNA	ENSG00000298156
ENSG00000301025	chr1	8260244	8256341	-	lncRNA	ENSG00000301025
ENSG00000301006	chr1	8257357	8295010	+	lncRNA	ENSG00000301006
RNU6-991P	chr1	8292263	8292157	-	snRNA	ENSG00000251977
SLC45A1	chr1	8318114	8344167	+	protein_coding	ENSG00000162426
Y_RNA	chr1	8328067	8328179	+	misc_RNA	ENSG00000252254
RERE	chr1	8848921	8352397	-	protein_coding	ENSG00000142599
RERE-AS1	chr1	8424645	8435013	+	lncRNA	ENSG00000232912
ENSG00000221083	chr1	8511919	8511795	-	snoRNA	ENSG00000221083
ENSG00000270282	chr1	8512653	8513021	+	processed_pseudogene	ENSG00000270282
RPL7P11	chr1	8750430	8751087	+	processed_pseudogene	ENSG00000234619
RPL7P7	chr1	8786913	8786211	-	processed_pseudogene	ENSG00000224315
ENSG00000303676	chr1	8789577	8790281	+	lncRNA	ENSG00000303676
Y_RNA	chr1	8796673	8796571	-	misc_RNA	ENSG00000222511
ENSG00000226545	chr1	8798475	8799506	+	unprocessed_pseudogene	ENSG00000226545
ENSG00000228423	chr1	8807051	8805860	-	lncRNA	ENSG00000228423
RPL23AP19	chr1	8831007	8831375	+	processed_pseudogene	ENSG00000229716
ENO1	chr1	8879190	8861000	-	protein_coding	ENSG00000074800
MIR6728	chr1	8866590	8866502	-	miRNA	ENSG00000274258
ENO1-AS1	chr1	8878464	8880122	+	lncRNA	ENSG00000230679
RNU6-304P	chr1	8883533	8883427	-	snRNA	ENSG00000201725
HMGN2P17	chr1	8893409	8894151	+	processed_pseudogene	ENSG00000238249
ENSG00000310107	chr1	8926885	8893871	-	lncRNA	ENSG00000310107
ENSG00000232208	chr1	8907744	8907393	-	transcribed_processed_pseudogene	ENSG00000232208
ENSG00000232663	chr1	8909742	8909904	+	processed_pseudogene	ENSG00000232663
ENSG00000310124	chr1	8923155	8939708	+	lncRNA	ENSG00000310124
CA6	chr1	8945867	8975092	+	protein_coding	ENSG00000131686
ENSG00000290109	chr1	8971246	8970490	-	lncRNA	ENSG00000290109
RN7SL451P	chr1	8979874	8979576	-	misc_RNA	ENSG00000265141
SLC2A7	chr1	9026423	9002973	-	protein_coding	ENSG00000197241
SLC2A5	chr1	9088478	9035106	-	protein_coding	ENSG00000142583
ENSG00000252404	chr1	9082696	9082879	+	scaRNA	ENSG00000252404
GPR157	chr1	9129102	9100305	-	protein_coding	ENSG00000180758
MIR34AHG	chr1	9202826	9139555	-	lncRNA	ENSG00000228526
MIR34A	chr1	9151777	9151668	-	miRNA	ENSG00000284357
ENSG00000289914	chr1	9162945	9162321	-	lncRNA	ENSG00000289914
ENSG00000302015	chr1	9163078	9163571	+	lncRNA	ENSG00000302015
LNCTAM34A	chr1	9181588	9198023	+	lncRNA	ENSG00000234546
ENSG00000301983	chr1	9197190	9198761	+	lncRNA	ENSG00000301983
ENSG00000301968	chr1	9200784	9203619	+	lncRNA	ENSG00000301968
H6PD	chr1	9234774	9271337	+	protein_coding	ENSG00000049239
ENSG00000302217	chr1	9242715	9241960	-	lncRNA	ENSG00000302217
SPSB1	chr1	9292894	9369532	+	protein_coding	ENSG00000171621
ENSG00000294252	chr1	9334689	9321174	-	lncRNA	ENSG00000294252
ENSG00000296073	chr1	9370608	9373541	+	lncRNA	ENSG00000296073
ENSG00000296056	chr1	9375157	9371972	-	lncRNA	ENSG00000296056
ENSG00000307568	chr1	9417880	9410613	-	lncRNA	ENSG00000307568
ENSG00000284652	chr1	9422862	9421098	-	lncRNA	ENSG00000284652
LINC02606	chr1	9455910	9425094	-	lncRNA	ENSG00000284693
RNA5SP40	chr1	9437778	9437669	-	rRNA_pseudogene	ENSG00000252956
ENSG00000301013	chr1	9438728	9445143	+	lncRNA	ENSG00000301013
ENSG00000301030	chr1	9448629	9449491	+	lncRNA	ENSG00000301030
ENSG00000306844	chr1	9467370	9466645	-	lncRNA	ENSG00000306844
ENSG00000296249	chr1	9492604	9490342	-	lncRNA	ENSG00000296249
ENSG00000235263	chr1	9503536	9500754	-	lncRNA	ENSG00000235263
SLC25A33	chr1	9539465	9585173	+	protein_coding	ENSG00000171612
ENSG00000231181	chr1	9576427	9576985	+	processed_pseudogene	ENSG00000231181
TMEM201	chr1	9588911	9614877	+	protein_coding	ENSG00000188807
ENSG00000307011	chr1	9629425	9628393	-	lncRNA	ENSG00000307011
PIK3CD	chr1	9629889	9729114	+	protein_coding	ENSG00000171608
PIK3CD-AS1	chr1	9654586	9652610	-	lncRNA	ENSG00000179840
ENSG00000233268	chr1	9662626	9660828	-	processed_pseudogene	ENSG00000233268
ENSG00000301080	chr1	9672405	9687565	+	lncRNA	ENSG00000301080
PIK3CD-AS2	chr1	9687604	9672405	-	lncRNA	ENSG00000231789
CLSTN1	chr1	9823984	9728926	-	protein_coding	ENSG00000171603
MZT1P1	chr1	9780822	9781240	+	processed_pseudogene	ENSG00000271264
ENSG00000280113	chr1	9828271	9826289	-	TEC	ENSG00000280113
CTNNBIP1	chr1	9910336	9848276	-	protein_coding	ENSG00000178585
ENSG00000223989	chr1	9848318	9850154	+	lncRNA	ENSG00000223989
ENSG00000285701	chr1	9900614	9908034	+	lncRNA	ENSG00000285701
ENSG00000228150	chr1	9909408	9949974	+	lncRNA	ENSG00000228150
LZIC	chr1	9943407	9922113	-	protein_coding	ENSG00000162441
NMNAT1	chr1	9943428	9985501	+	protein_coding	ENSG00000173614
RN7SKP269	chr1	9947318	9947636	+	misc_RNA	ENSG00000202415
TMEM274P	chr1	9960787	9950572	-	unitary_pseudogene	ENSG00000283611
MIR5697	chr1	9967381	9967458	+	miRNA	ENSG00000265521
ENSG00000241326	chr1	9983141	9984568	+	lncRNA	ENSG00000241326
RBP7	chr1	9997206	10016021	+	protein_coding	ENSG00000162444
UBE4B	chr1	10032832	10181239	+	protein_coding	ENSG00000130939
RPL21P21	chr1	10054781	10054445	-	processed_pseudogene	ENSG00000224340
PGAM1P11	chr1	10058671	10059648	+	processed_pseudogene	ENSG00000233623
RNU6-828P	chr1	10163268	10163374	+	snRNA	ENSG00000201746
KIF1B	chr1	10210570	10381603	+	protein_coding	ENSG00000054523
ENSG00000264881	chr1	10227718	10227803	+	miRNA	ENSG00000264881
RNU6-37P	chr1	10298966	10299072	+	snRNA	ENSG00000199562
RN7SL731P	chr1	10306465	10306757	+	misc_RNA	ENSG00000264501
ENSG00000284735	chr1	10387150	10381906	-	lncRNA	ENSG00000284735
ENSG00000284642	chr1	10395416	10397432	+	lncRNA	ENSG00000284642
PGD	chr1	10398592	10420511	+	protein_coding	ENSG00000142657
ENSG00000271989	chr1	10430677	10429881	-	lncRNA	ENSG00000271989
CENPS-CORT	chr1	10430102	10452153	+	protein_coding	ENSG00000251503
CENPS	chr1	10430433	10442808	+	protein_coding	ENSG00000175279
CORT	chr1	10450031	10451998	+	protein_coding	ENSG00000241563
DFFA	chr1	10472529	10456522	-	protein_coding	ENSG00000160049
ENSG00000203469	chr1	10458555	10459338	+	lncRNA	ENSG00000203469
PEX14	chr1	10472288	10630758	+	protein_coding	ENSG00000142655
ENSG00000307253	chr1	10605367	10589712	-	lncRNA	ENSG00000307253
ENSG00000287727	chr1	10616452	10612222	-	lncRNA	ENSG00000287727
RN7SL614P	chr1	10616836	10617115	+	misc_RNA	ENSG00000243267
CASZ1	chr1	10796650	10636604	-	protein_coding	ENSG00000130940
ENSG00000272078	chr1	10639241	10654333	+	lncRNA	ENSG00000272078
ENSG00000298629	chr1	10728728	10731991	+	lncRNA	ENSG00000298629
ENSG00000308013	chr1	10866806	10865458	-	lncRNA	ENSG00000308013
ENSG00000307983	chr1	10866418	10873103	+	lncRNA	ENSG00000307983
ENSG00000307999	chr1	10873299	10870671	-	lncRNA	ENSG00000307999
HSPE1P24	chr1	10895761	10895998	+	processed_pseudogene	ENSG00000225158
ENSG00000308257	chr1	10901097	10905131	+	lncRNA	ENSG00000308257
C1orf127	chr1	10982076	10946471	-	protein_coding	ENSG00000175262
CFL1P6	chr1	10991797	10990978	-	processed_pseudogene	ENSG00000215785
TARDBP	chr1	11012344	11030528	+	protein_coding	ENSG00000120948
MASP2	chr1	11047239	11022009	-	protein_coding	ENSG00000009724
SRM	chr1	11060020	11054584	-	protein_coding	ENSG00000116649
EXOSC10-AS1	chr1	11060228	11102105	+	lncRNA	ENSG00000230337
EXOSC10	chr1	11099869	11066618	-	protein_coding	ENSG00000171824
MTOR	chr1	11262556	11106535	-	protein_coding	ENSG00000198793
MTOR-AS1	chr1	11143898	11149537	+	lncRNA	ENSG00000225602
RNU6-537P	chr1	11152350	11152452	+	snRNA	ENSG00000253086
ANGPTL7	chr1	11189355	11195981	+	protein_coding	ENSG00000171819
RNU6-291P	chr1	11226254	11226360	+	snRNA	ENSG00000207451
RPL39P6	chr1	11232963	11233112	+	processed_pseudogene	ENSG00000238173
ENSG00000309051	chr1	11262779	11265896	+	lncRNA	ENSG00000309051
UBIAD1	chr1	11273198	11296049	+	protein_coding	ENSG00000120942
UBE2V2P3	chr1	11279351	11278616	-	processed_pseudogene	ENSG00000238199
ENSG00000284646	chr1	11339929	11311711	-	lncRNA	ENSG00000284646
ENSG00000302153	chr1	11350694	11398213	+	lncRNA	ENSG00000302153
ENSG00000302176	chr1	11355388	11356302	+	lncRNA	ENSG00000302176
MTCYBP45	chr1	11425821	11425257	-	processed_pseudogene	ENSG00000224338
ENSG00000299102	chr1	11454264	11442145	-	lncRNA	ENSG00000299102
DISP3	chr1	11479155	11537551	+	protein_coding	ENSG00000204624
ENSG00000285833	chr1	11502016	11500803	-	lncRNA	ENSG00000285833
ENSG00000303300	chr1	11595450	11593685	-	lncRNA	ENSG00000303300
LINC01647	chr1	11609468	11613358	+	lncRNA	ENSG00000235643
ENSG00000284708	chr1	11623558	11643416	+	lncRNA	ENSG00000284708
FBXO2	chr1	11655785	11637018	-	protein_coding	ENSG00000116661
FBXO44	chr1	11654375	11663327	+	protein_coding	ENSG00000132879
MAD2L2	chr1	11691811	11657230	-	protein_coding	ENSG00000116670
FBXO6	chr1	11664200	11674354	+	protein_coding	ENSG00000116663
DRAXIN	chr1	11691710	11725857	+	protein_coding	ENSG00000162490
ENSG00000301523	chr1	11731906	11725613	-	lncRNA	ENSG00000301523
ENSG00000305789	chr1	11736690	11735691	-	lncRNA	ENSG00000305789
AGTRAP	chr1	11736084	11754802	+	protein_coding	ENSG00000177674
C1orf167	chr1	11761787	11789585	+	protein_coding	ENSG00000215910
C1orf167-AS1	chr1	11779619	11777077	-	lncRNA	ENSG00000177553
MTHFR	chr1	11806455	11785723	-	protein_coding	ENSG00000177000
CLCN6	chr1	11806096	11848079	+	protein_coding	ENSG00000011021
ENSG00000276470	chr1	11843812	11843984	+	misc_RNA	ENSG00000276470
ENSG00000278852	chr1	11845549	11845697	+	misc_RNA	ENSG00000278852
NPPA	chr1	11848345	11845709	-	protein_coding	ENSG00000175206
ENSG00000275915	chr1	11847442	11847549	+	misc_RNA	ENSG00000275915
NPPB	chr1	11858945	11857464	-	protein_coding	ENSG00000120937
SBF1P2	chr1	11877770	11880406	+	processed_pseudogene	ENSG00000224904
ENSG00000285646	chr1	11907940	11925009	+	lncRNA	ENSG00000285646
RNU5E-1	chr1	11908152	11908271	+	snRNA	ENSG00000199347
RNU5E-4P	chr1	11909927	11909808	-	snRNA	ENSG00000201801
KIAA2013	chr1	11926428	11919591	-	protein_coding	ENSG00000116685
PLOD1	chr1	11934205	11975538	+	protein_coding	ENSG00000083444
ENSG00000287384	chr1	11980127	11979533	-	lncRNA	ENSG00000287384
MFN2	chr1	11980181	12015211	+	protein_coding	ENSG00000116688
ENSG00000270914	chr1	12017308	12017216	-	processed_pseudogene	ENSG00000270914
MIIP	chr1	12019466	12032045	+	protein_coding	ENSG00000116691
Y_RNA	chr1	12024124	12024012	-	misc_RNA	ENSG00000202461
MIR6729	chr1	12029158	12029222	+	miRNA	ENSG00000276869
RN7SL649P	chr1	12037014	12036740	-	misc_RNA	ENSG00000243539
TNFRSF8	chr1	12063303	12144207	+	protein_coding	ENSG00000120949
RNU6-777P	chr1	12077984	12077881	-	snRNA	ENSG00000201135
RPL23AP89	chr1	12080547	12080293	-	processed_pseudogene	ENSG00000227875
ENSG00000285604	chr1	12092264	12088441	-	lncRNA	ENSG00000285604
ENSG00000294285	chr1	12153318	12153016	-	lncRNA	ENSG00000294285
ENSG00000301863	chr1	12167519	12165230	-	lncRNA	ENSG00000301863
MIR7846	chr1	12166943	12167038	+	miRNA	ENSG00000283789
TNFRSF1B	chr1	12166991	12209228	+	protein_coding	ENSG00000028137
ENSG00000296888	chr1	12173929	12180309	+	lncRNA	ENSG00000296888
MIR4632	chr1	12191713	12191773	+	miRNA	ENSG00000263676
ENSG00000297053	chr1	12215712	12227459	+	lncRNA	ENSG00000297053
RPL10P17	chr1	12221109	12220794	-	processed_pseudogene	ENSG00000225196
SNORA70	chr1	12221271	12221148	-	snoRNA	ENSG00000252969
VPS13D	chr1	12230030	12512047	+	protein_coding	ENSG00000048707
ENSG00000295309	chr1	12368922	12357054	-	lncRNA	ENSG00000295309
SNORA59A	chr1	12507246	12507397	+	snoRNA	ENSG00000239149
LINC02766	chr1	12525549	12540875	+	lncRNA	ENSG00000229484
ENSG00000309694	chr1	12554086	12551588	-	lncRNA	ENSG00000309694
DHRS3	chr1	12620133	12567909	-	protein_coding	ENSG00000162496
RNU6ATAC18P	chr1	12570072	12569972	-	snRNA	ENSG00000221340
MIR6730	chr1	12579023	12578957	-	miRNA	ENSG00000276830
ENSG00000305650	chr1	12607487	12616550	+	lncRNA	ENSG00000305650
ENSG00000288927	chr1	12618019	12620380	+	lncRNA	ENSG00000288927
AADACL4	chr1	12644085	12667076	+	protein_coding	ENSG00000204518
ENSG00000226166	chr1	12692909	12693020	+	processed_pseudogene	ENSG00000226166
AADACL3	chr1	12716110	12728760	+	protein_coding	ENSG00000188984
CFAP107	chr1	12746200	12763699	+	protein_coding	ENSG00000157330
PRAMEF12	chr1	12773738	12777906	+	protein_coding	ENSG00000116726
PRAMEF1	chr1	12791397	12796628	+	protein_coding	ENSG00000116721
LINC01784	chr1	12823239	12822618	-	lncRNA	ENSG00000228338
PRAMEF11	chr1	12831410	12824605	-	protein_coding	ENSG00000239810
PRAMEF30P	chr1	12841357	12838125	-	unprocessed_pseudogene	ENSG00000231103
HNRNPCL1	chr1	12848720	12847377	-	protein_coding	ENSG00000179172
PRAMEF2	chr1	12857086	12861909	+	protein_coding	ENSG00000120952
PRAMEF4	chr1	12886201	12879212	-	protein_coding	ENSG00000243073
ENSG00000296105	chr1	12879655	12887664	+	lncRNA	ENSG00000296105
PRAMEF10	chr1	12898270	12892896	-	protein_coding	ENSG00000187545
PRAMEF7	chr1	12916610	12920751	+	protein_coding	ENSG00000204510
RNU6-1072P	chr1	12922554	12922660	+	snRNA	ENSG00000207434
PRAMEF29P	chr1	12926162	12928253	+	unprocessed_pseudogene	ENSG00000234064
PRAMEF6	chr1	12947580	12938472	-	protein_coding	ENSG00000232423
PRAMEF28P	chr1	13029339	13032130	+	unprocessed_pseudogene	ENSG00000274178
PRAMEF27	chr1	13056575	13049476	-	protein_coding	ENSG00000274764
HNRNPCL3	chr1	13060769	13062878	+	protein_coding	ENSG00000277058
PRAMEF25	chr1	13068677	13077884	+	protein_coding	ENSG00000229571
PRAMEF34P	chr1	13097971	13095179	-	unprocessed_pseudogene	ENSG00000277862
PRAMEF35P	chr1	13105689	13104403	-	unprocessed_pseudogene	ENSG00000236179
HNRNPCL2	chr1	13116854	13115488	-	protein_coding	ENSG00000275774
PRAMEF36P	chr1	13127073	13132099	+	lncRNA	ENSG00000290772
PRAMEF36P	chr1	13128818	13131615	+	transcribed_unprocessed_pseudogene	ENSG00000229978
ENSG00000297821	chr1	13146044	13136879	-	lncRNA	ENSG00000297821
ENSG00000233336	chr1	13147460	13146981	-	lncRNA	ENSG00000233336
PRAMEF26	chr1	13158116	13148905	-	protein_coding	ENSG00000280267
HNRNPCL4	chr1	13165631	13163914	-	protein_coding	ENSG00000179412
PRAMEF9	chr1	13171848	13179459	+	protein_coding	ENSG00000204505
PRAMEF13	chr1	13201409	13196188	-	protein_coding	ENSG00000279169
PRAMEF18	chr1	13226154	13222695	-	protein_coding	ENSG00000279804
ENSG00000295394	chr1	13241574	13246938	+	lncRNA	ENSG00000295394
PRAMEF31P	chr1	13245863	13248652	+	transcribed_unprocessed_pseudogene	ENSG00000250894
PRAMEF5	chr1	13254198	13263435	+	protein_coding	ENSG00000270601
PRAMEF32P	chr1	13275627	13273539	-	unprocessed_pseudogene	ENSG00000231219
RNU6-771P	chr1	13279231	13279125	-	snRNA	ENSG00000207511
PRAMEF8	chr1	13285137	13281304	-	protein_coding	ENSG00000182330
PRAMEF33	chr1	13303539	13308907	+	protein_coding	ENSG00000237700
PRAMEF15	chr1	13315581	13322598	+	protein_coding	ENSG00000204501
ENSG00000228229	chr1	13324039	13324518	+	lncRNA	ENSG00000228229
PRAMEF14	chr1	13347134	13341892	-	protein_coding	ENSG00000204481
PRAMEF19	chr1	13371947	13368431	-	protein_coding	ENSG00000204480
PRAMEF17	chr1	13389632	13392629	+	protein_coding	ENSG00000204479
PRAMEF20	chr1	13410450	13421328	+	protein_coding	ENSG00000204478
ENSG00000307992	chr1	13433216	13432723	-	lncRNA	ENSG00000307992
ENSG00000295011	chr1	13440090	13463853	+	lncRNA	ENSG00000295011
LRRC38	chr1	13514003	13474973	-	protein_coding	ENSG00000162494
ENSG00000301663	chr1	13487560	13493162	+	lncRNA	ENSG00000301663
ENSG00000259961	chr1	13513220	13516270	+	lncRNA	ENSG00000259961
BRWD1P1	chr1	13555001	13555694	+	processed_pseudogene	ENSG00000215909
PDPN	chr1	13583465	13617957	+	protein_coding	ENSG00000162493
RNA5SP41	chr1	13623284	13623184	-	rRNA_pseudogene	ENSG00000222952
ENSG00000237445	chr1	13659910	13657311	-	lncRNA	ENSG00000237445
ENSG00000295237	chr1	13657975	13671408	+	lncRNA	ENSG00000295237
ENSG00000253085	chr1	13696199	13696070	-	scaRNA	ENSG00000253085
PRDM2	chr1	13700188	13825079	+	protein_coding	ENSG00000116731
ENSG00000289380	chr1	13757778	13758465	+	lncRNA	ENSG00000289380
ENSG00000304226	chr1	13828671	13873639	+	lncRNA	ENSG00000304226
KAZN	chr1	13892792	15118043	+	protein_coding	ENSG00000189337
RNU6-1265P	chr1	14124335	14124233	-	snRNA	ENSG00000252151
ENSG00000231606	chr1	14304445	14221887	-	lncRNA	ENSG00000231606
KAZN-AS1	chr1	14419973	14338825	-	lncRNA	ENSG00000234593
ENSG00000302124	chr1	14552449	14545663	-	lncRNA	ENSG00000302124
TBCAP2	chr1	14692613	14692129	-	processed_pseudogene	ENSG00000235829
ENSG00000287756	chr1	14777727	14774469	-	lncRNA	ENSG00000287756
ENSG00000294214	chr1	14817051	14816218	-	lncRNA	ENSG00000294214
ENSG00000294586	chr1	14824734	14832212	+	lncRNA	ENSG00000294586
ENSG00000293964	chr1	14911503	14888740	-	lncRNA	ENSG00000293964
TMEM51-AS1	chr1	15153618	15111815	-	lncRNA	ENSG00000175147
ENSG00000310342	chr1	15124679	15126759	+	lncRNA	ENSG00000310342
TMEM51	chr1	15152532	15220478	+	protein_coding	ENSG00000171729
TMEM51-AS2	chr1	15171666	15164191	-	lncRNA	ENSG00000204464
MFFP1	chr1	15192845	15191828	-	processed_pseudogene	ENSG00000215720
ZBTB2P1	chr1	15226373	15227549	+	processed_pseudogene	ENSG00000278480
FHAD1	chr1	15236521	15400283	+	protein_coding	ENSG00000142621
EFHD2-AS1	chr1	15411229	15316844	-	lncRNA	ENSG00000228140
FHAD1-AS1	chr1	15343890	15326680	-	lncRNA	ENSG00000233485
ENSG00000236045	chr1	15335464	15334166	-	lncRNA	ENSG00000236045
EFHD2	chr1	15409888	15430339	+	protein_coding	ENSG00000142634
CTRC	chr1	15438442	15449242	+	protein_coding	ENSG00000162438
CELA2A	chr1	15456728	15472091	+	protein_coding	ENSG00000142615
CELA2B	chr1	15465909	15491395	+	protein_coding	ENSG00000215704
CASP9	chr1	15526534	15490832	-	protein_coding	ENSG00000132906
DNAJC16	chr1	15526813	15592379	+	protein_coding	ENSG00000116138
SCARNA21B	chr1	15542165	15542304	+	scaRNA	ENSG00000251866
ENSG00000272510	chr1	15565956	15565611	-	lncRNA	ENSG00000272510
AGMAT	chr1	15585051	15571699	-	protein_coding	ENSG00000116771
ENSG00000237301	chr1	15603632	15586136	-	lncRNA	ENSG00000237301
CHCHD2P6	chr1	15604597	15605043	+	processed_pseudogene	ENSG00000235084
RNU7-179P	chr1	15608145	15608078	-	snRNA	ENSG00000252417
ENSG00000294489	chr1	15618079	15609621	-	lncRNA	ENSG00000294489
CD24P1	chr1	15614867	15614643	-	processed_pseudogene	ENSG00000236500
DDI2	chr1	15617458	15669044	+	protein_coding	ENSG00000197312
RSC1A1	chr1	15659713	15662033	+	protein_coding	ENSG00000215695
ENSG00000271742	chr1	15683128	15682873	-	lncRNA	ENSG00000271742
PLEKHM2	chr1	15684320	15734769	+	protein_coding	ENSG00000116786
ENSG00000237938	chr1	15736896	15720312	-	lncRNA	ENSG00000237938
SLC25A34	chr1	15736258	15741392	+	protein_coding	ENSG00000162461
SLC25A34-AS1	chr1	15749896	15739759	-	lncRNA	ENSG00000224459
TMEM82	chr1	15742499	15747982	+	protein_coding	ENSG00000162460
ENSG00000297277	chr1	15758739	15753533	-	lncRNA	ENSG00000297277
FBLIM1	chr1	15756607	15786594	+	protein_coding	ENSG00000162458
SPEN-AS1	chr1	15848147	15770783	-	lncRNA	ENSG00000179743
RPL12P14	chr1	15792796	15793285	+	processed_pseudogene	ENSG00000224321
UQCRHL	chr1	15809348	15807169	-	protein_coding	ENSG00000233954
ENSG00000178715	chr1	15828232	15828669	+	processed_pseudogene	ENSG00000178715
SPEN	chr1	15836095	15940456	+	protein_coding	ENSG00000065526
ENSG00000270620	chr1	15917908	15917698	-	unprocessed_pseudogene	ENSG00000270620
ZBTB17	chr1	15976132	15941869	-	protein_coding	ENSG00000116809
ENSG00000234607	chr1	15969632	15970194	+	processed_pseudogene	ENSG00000234607
ENSG00000231353	chr1	15988182	15988441	+	unprocessed_pseudogene	ENSG00000231353
ENSG00000275503	chr1	15989375	15989140	-	processed_pseudogene	ENSG00000275503
TBC1D3P6	chr1	15989871	15994751	+	unprocessed_pseudogene	ENSG00000224966
SRARP	chr1	16004236	16008807	+	protein_coding	ENSG00000183888
ENSG00000233078	chr1	16006671	16006160	-	lncRNA	ENSG00000233078
HSPB7	chr1	16019594	16014028	-	protein_coding	ENSG00000173641
CLCNKA	chr1	16018875	16034050	+	protein_coding	ENSG00000186510
ENSG00000307216	chr1	16039902	16034513	-	lncRNA	ENSG00000307216
FAM131C2P	chr1	16040029	16035178	-	transcribed_unprocessed_pseudogene	ENSG00000232456
CLCNKB	chr1	16040252	16057311	+	protein_coding	ENSG00000184908
FAM131C	chr1	16073651	16057769	-	protein_coding	ENSG00000185519
EPHA2	chr1	16156069	16124337	-	protein_coding	ENSG00000142627
EPHA2-AS1	chr1	16155072	16183148	+	lncRNA	ENSG00000227959
ENSG00000297531	chr1	16189192	16187587	-	lncRNA	ENSG00000297531
ARHGEF19	chr1	16212652	16197854	-	protein_coding	ENSG00000142632
ENSG00000291077	chr1	16218472	16215422	-	lncRNA	ENSG00000291077
ANO7L1	chr1	16228027	16216469	-	transcribed_unprocessed_pseudogene	ENSG00000237276
ENSG00000288398	chr1	16231335	16228674	-	lncRNA	ENSG00000288398
CPLANE2	chr1	16237183	16231692	-	protein_coding	ENSG00000132881
ENSG00000293791	chr1	16243283	16241061	-	lncRNA	ENSG00000293791
MT1XP1	chr1	16241398	16241213	-	transcribed_processed_pseudogene	ENSG00000233929
FBXO42	chr1	16352480	16246840	-	protein_coding	ENSG00000037637
SZRD1	chr1	16352575	16398145	+	protein_coding	ENSG00000055070
RPL22P3	chr1	16369530	16369150	-	processed_pseudogene	ENSG00000226457
SPATA21	chr1	16437424	16387117	-	protein_coding	ENSG00000187144
NECAP2	chr1	16440721	16460078	+	protein_coding	ENSG00000157191
CROCCP3	chr1	16499257	16458753	-	lncRNA	ENSG00000290842
LINC01772	chr1	16460948	16468481	+	lncRNA	ENSG00000226029
CROCCP3	chr1	16491307	16474396	-	transcribed_unprocessed_pseudogene	ENSG00000080947
ENSG00000306228	chr1	16499376	16502213	+	lncRNA	ENSG00000306228
